Asset Group,Class,Category,defect
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),شطاف,تلف في احد المكونات
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),شطاف,تسريب
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,تلف
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,فقد
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,تسريب
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),لوحات,لايوجد
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),لوحات,تالف 
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),لوحات,غير واضحة 
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),لوحات,آيلة للسقوط
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), سلة نفايات,نظافة 
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), سلة نفايات,تلف
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), حامل المناديل,تالف
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), حامل المناديل,مفقود
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),مبولة,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),مبولة,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),مبولة,نظافة 
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),مبولة,انسداد
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة),مبولة,تسريب
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), صمام عمودي,تلف
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), صمام عمودي,فقد
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), صمام عمودي,تسريب
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), خزان الصرف الصحي,طفح
مجمعات دورات المياه خارج الخيام,Type1 Toilet Complex (الدورات المنقولة), خزان الصرف الصحي,رائحة كريهة
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),المواضيء,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),المواضيء,نظافة 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),المواضيء,طفح
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),المواضيء,تسريب
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),صنابير المياه,تلف
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),صنابير المياه,فقد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),صنابير المياه,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),صنابير المياه,تسريب
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرحاض عربي,تلف
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرحاض عربي,مفقود
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرحاض عربي,انسداد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرحاض عربي,نظافة 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرحاض عربي,طفح
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), حامل الملابس,تالف
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), حامل الملابس,مفقود
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,مفقود
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,لا يعمل
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,إنقطاع الكهرباء
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,فقدان احد المكونات 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,التماس كهربائي 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,حريق 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), باب,مفقود
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), باب,مكسور
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),عمود التأريض,فقد في الغطاء
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,نظافة 
